项目/年份,2020,2019,2018,2017,2016,2015
经营活动产生的现金流量净额,15900,87100,157800,19100,17100,-3171.07
资产减值准备,6570.68,5685.23,10600,12200,7275.31,6587.96
资产折旧,26300,22100,15600,12600,11800,11600
无形资产摊销,1682.94,1619.99,1213.41,775.45,551.42,552.57
长期待摊费用摊销,0,0,0,0,0,0
处置资产的损失,-19.73,6547.66,83.92,-16.39,25.89,-12300
货币资金,256500,,,,
长期股权投资,1625.09,,,,
长期债务,49700,,,,
应付债券,153300
长期应付款,0
短期债务,193900,,,,
一年内到期的长期负债,0
利息支出,7727.6,,,,
公司债务,1022900,,,,
股东权益合计,597800,,,,
少数股东权益,0,,,,
发行股数量,52400,,,,
