项目/年份,2020,2019,2018,2017,2016,2015
经营活动产生的现金流量净额,537700,592900,312500,302300,310300,477600
资产减值准备,42500,14300,1143.81,25900,21200,20800
资产折旧,161600,131900,121400,106400,85800,48400
无形资产摊销,22100,19100,13500,5743.79,6312.79,6108.43
长期待摊费用摊销,5578.42,3280.46,2793.43,1536.87,1499.93,929.93
处置资产的损失,-1591.83,-13900,245.62,294.2,238.62,168.81
货币资金,827400,,,,
长期股权投资,640300,,,,
长期债务,1803800,,,,
短期债务,264100,,,,
利息支出,104649.1692,,,,
公司债务,7416500,,,,
股东权益合计,3497300,,,,
少数股东权益,80500,,,,
发行股数量,423000,,,,
